date,open,high,low,close,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
2015-07-01,142.9353,144.3649,142.6127,143.3886,3214547,3214547,1.5952,1.125,143.3984,"Jul 1, 15",-0.08768351171790008
2015-07-02,143.8767,144.1121,143.3275,143.9116,2852696,2852696,0.523029,0.365,143.7684,"Jul 2, 15",-0.08435590043379845
2015-07-06,142.8132,144.0336,142.543,143.5978,3079833,3079833,-0.313817,-0.218,143.373,"Jul 6, 15",-0.08635246720425936
2015-07-07,143.7808,144.1382,141.42,143.8331,3549861,3549861,0.235363,0.164,142.8411,"Jul 7, 15",-0.08485536025368745
2015-07-08,142.9614,143.7808,141.8107,142.2292,2776286,2776286,-1.604,-1.115,142.4767,"Jul 8, 15",-0.09506024694311513
2015-07-09,144.1295,144.2777,142.6999,142.8307,4199708,4199708,0.601485,0.423,143.4735,"Jul 9, 15",-0.09123317583912431
2015-07-10,144.4085,145.9252,144.2821,145.533,4538349,4538349,2.7023,1.892,145.3602,"Jul 10, 15",-0.07403966919853573
2015-07-13,146.3873,148.0958,146.0299,147.6512,4228963,4228963,2.1183,1.456,147.5995,"Jul 13, 15",-0.06056252537065021
2015-07-14,147.6948,147.7907,146.6575,146.98,3025263,3025263,-0.671222,-0.455,146.9749,"Jul 14, 15",-0.0648330658943386
2015-07-15,146.8667,147.5554,146.4483,146.9103,1998004,1998004,-0.069736,-0.047,146.9736,"Jul 15, 15",-0.06527653531403617
2015-07-16,147.7297,149.1419,147.4595,149.0634,3529874,3529874,2.1531,1.466,148.6979,"Jul 16, 15",-0.05157733864902804
2015-07-17,148.4794,150.3884,148.2789,150.3797,4356404,4356404,1.3163,0.883,149.5865,"Jul 17, 15",-0.043202320038582445
2015-07-20,150.6238,151.4868,150.0572,150.9986,7377818,7377818,0.618918,0.412,150.8826,"Jul 20, 15",-0.03926454064330424
2015-07-21,143.2578,145.0099,141.2354,142.1507,13752277,13752277,-8.8479,-5.86,142.6951,"Jul 21, 15",-0.09555970676300414
2015-07-22,141.8543,142.1503,139.213,139.7797,7181841,7181841,-2.3711,-1.668,140.3341,"Jul 22, 15",-0.11064530208729678
2015-07-23,139.7099,141.8718,139.3264,140.9826,5034246,5034246,1.203,0.861,140.7611,"Jul 23, 15",-0.10299179613386297
2015-07-24,140.5991,141.157,138.9602,139.2566,3778186,3778186,-1.726,-1.224,139.6542,"Jul 24, 15",-0.11397354962594605
2015-07-27,138.6028,139.6315,138.2541,138.6639,3706240,3706240,-0.592767,-0.426,138.86,"Jul 27, 15",-0.11774463032974526
2015-07-28,139.3961,139.6402,138.167,139.5181,2721040,2721040,0.854281,0.616,139.1715,"Jul 28, 15",-0.11230974398389515
2015-07-29,139.4745,140.7821,138.9428,140.4247,3378396,3378396,0.906585,0.65,140.2203,"Jul 29, 15",-0.10654146025508722
2015-07-30,139.9104,140.695,139.2566,140.3114,1994665,1994665,-0.113324,-0.081,140.1861,"Jul 30, 15",-0.10726233665755136
2015-07-31,140.695,141.2703,140.0237,141.2093,3580226,3580226,0.897868,0.64,140.741,"Jul 31, 15",-0.10154940707438703
2015-08-03,140.9565,141.0872,137.6439,138.35,4615682,4615682,-2.8592,-2.025,138.6274,"Aug 3, 15",-0.119741833354754
2015-08-04,138.0798,138.4459,136.7461,137.3824,5260575,5260575,-0.967605,-0.699,137.3534,"Aug 4, 15",-0.12589823235761588
2015-08-05,138.69,139.0736,137.2778,137.6439,3472774,3472774,0.261515,0.19,137.9394,"Aug 5, 15",-0.12423442671556499
2015-08-06,138.1098,138.4702,137.2748,137.3978,3004796,3004796,-0.246114,-0.179,137.6734,"Aug 6, 15",-0.12580024915728097
2015-08-07,137.0199,137.3363,135.6531,136.3431,3794897,3794897,-1.0547,-0.768,136.2263,"Aug 7, 15",-0.132510825871128
2015-08-10,137.7934,138.4044,137.222,137.7758,4613391,4613391,1.4327,1.051,137.8608,"Aug 10, 15",-0.12339520696724182
2015-08-11,137.0814,137.1078,136.1146,136.6859,3167111,3167111,-1.0899,-0.791,136.6078,"Aug 11, 15",-0.13032974528185443
2015-08-12,135.5872,137.5736,135.3147,137.2572,3624852,3624852,0.571315,0.418,136.3997,"Aug 12, 15",-0.12669482305124774
2015-08-13,137.1693,137.1957,135.6374,136.2991,2533378,2533378,-0.958057,-0.698,136.3854,"Aug 13, 15",-0.13279077787208482
2015-08-14,136.2376,137.3011,135.8685,136.8968,3226434,3226434,0.59769,0.439,136.8182,"Aug 14, 15",-0.128987884440904
2015-08-17,136.4134,137.723,135.9739,137.389,2249554,2249554,0.492214,0.36,137.0991,"Aug 17, 15",-0.12585623955747222
2015-08-18,136.6859,137.5736,136.4574,137.1254,2018337,2018337,-0.263686,-0.192,137.0937,"Aug 18, 15",-0.12753340654502324
2015-08-19,136.3695,136.8265,134.8401,135.3059,4205904,4205904,-1.8194,-1.327,135.6229,"Aug 19, 15",-0.13911005803913984
2015-08-20,134.2512,135.2796,134.0402,134.1809,4011514,4011514,-1.1251,-0.831,134.5694,"Aug 20, 15",-0.14626792169997035
2015-08-21,133.1613,134.6467,130.7002,130.8321,7362116,7362116,-3.3488,-2.496,132.259,"Aug 21, 15",-0.16757481399098306
2015-08-24,126.1033,129.874,125.0925,126.1033,10189693,10189693,-4.7288,-3.614,127.4007,"Aug 24, 15",-0.1976620190392811
2015-08-25,129.1533,129.3027,123.5983,123.8971,7073209,7073209,-2.2062,-1.749,126.4449,"Aug 25, 15",-0.21169906686908052
2015-08-26,126.6482,129.1884,124.9343,128.9423,6221791,6221791,5.0452,4.072,127.3425,"Aug 26, 15",-0.17959875243208312
2015-08-27,130.5244,130.9375,128.0282,130.5596,4976632,4976632,1.6173,1.254,129.9495,"Aug 27, 15",-0.16930860763327318
2015-08-28,129.8652,130.2607,129.3642,130.0674,4076276,4076276,-0.492211,-0.377,129.855,"Aug 28, 15",-0.17244025251670497
2015-08-31,129.54,130.4365,128.5556,129.9883,4093078,4093078,-0.079109,-0.061,129.7724,"Aug 31, 15",-0.1729435298638797
2015-09-01,127.369,127.4305,124.6794,125.4089,5272016,5272016,-4.5793,-3.523,125.9334,"Sep 1, 15",-0.20208017061801953
2015-09-02,127.3778,127.5184,125.8484,127.492,4252028,4252028,2.0831,1.661,126.7858,"Sep 2, 15",-0.1888263521363519
2015-09-03,128.371,130.1113,128.1249,129.0126,3603518,3603518,1.5206,1.193,129.1191,"Sep 3, 15",-0.17915146548509966
2015-09-04,127.0701,127.7997,125.9714,126.3055,4201068,4201068,-2.7072,-2.098,126.5252,"Sep 4, 15",-0.19637551234397455
2015-09-08,128.204,129.5048,128.0282,129.4082,3933276,3933276,3.1027,2.457,128.8325,"Sep 8, 15",-0.17663444249467783
2015-09-09,130.7354,130.9991,127.3162,127.492,3407761,3407761,-1.9161,-1.481,129.0392,"Sep 9, 15",-0.1888263521363519
2015-09-10,128.1952,129.3466,127.0174,128.5028,3461658,3461658,1.0108,0.793,128.3803,"Sep 10, 15",-0.18239509116891414
2015-09-11,128.2479,129.6455,128.037,129.5312,3115053,3115053,1.0284,0.8,129.0629,"Sep 11, 15",-0.17585184940109355
2015-09-14,129.5312,129.5312,127.8085,128.0194,3226747,3226747,-1.5118,-1.167,128.2023,"Sep 14, 15",-0.18547074565215466
2015-09-15,128.8544,130.0234,128.1161,129.6718,2717060,2717060,1.6524,1.291,129.2202,"Sep 15, 15",-0.1749572755071268
2015-09-16,129.9443,130.8672,129.6806,130.4453,2799233,2799233,0.773479,0.596,130.3649,"Sep 16, 15",-0.17003584658121346
2015-09-17,130.1728,131.5616,129.4697,130.208,4002952,4002952,-0.237318,-0.182,130.4308,"Sep 17, 15",-0.171545678622738
2015-09-18,128.371,128.6654,126.5516,127.0174,7975845,7975845,-3.1906,-2.45,127.5684,"Sep 18, 15",-0.191846016219401
2015-09-21,127.7909,129.1884,127.3778,128.7489,3825036,3825036,1.7315,1.363,128.4422,"Sep 21, 15",-0.18082926872719832
2015-09-22,127.1141,127.5008,126.3669,126.9471,3564065,3564065,-1.8019,-1.4,126.8224,"Sep 22, 15",-0.19229330316638438
2015-09-23,126.7537,127.0701,125.4704,126.2703,2674225,2674225,-0.676794,-0.533,126.2183,"Sep 23, 15",-0.19659947394474003
2015-09-24,125.3386,127.5096,124.7673,126.9295,3280268,3280268,0.659214,0.522,126.3296,"Sep 24, 15",-0.19240528396676718
2015-09-25,127.9315,128.5644,127.035,127.8172,3474429,3474429,0.887742,0.699,127.7534,"Sep 25, 15",-0.1867572523474612
2015-09-28,126.9383,127.7821,125.2243,125.2683,4317302,4317302,-2.549,-1.994,126.0893,"Sep 28, 15",-0.20297474451198647
2015-09-29,124.8024,125.3913,124.0642,125.2243,4763509,4763509,-0.043949,-0.035,124.8804,"Sep 29, 15",-0.20325469651294337
2015-09-30,126.2967,128.0721,126.2703,127.4217,3946168,3946168,2.1974,1.755,127.2156,"Sep 30, 15",-0.1892736390833354
2015-10-01,127.7206,128.037,124.4509,126.2088,3880887,3880887,-1.213,-0.952,125.7485,"Oct 1, 15",-0.19699077049153216
2015-10-02,123.9762,127.0877,123.5455,127.0789,3054428,3054428,0.870163,0.689,125.5763,"Oct 2, 15",-0.19145471967260888
2015-10-05,128.1688,131.7484,128.1688,130.9991,5131819,5131819,3.9201,3.085,130.5383,"Oct 5, 15",-0.166512268896442
2015-10-06,131.0166,131.9747,130.5156,130.7705,3018096,3018096,-0.228528,-0.174,131.1096,"Oct 6, 15",-0.16796674679232276
2015-10-07,131.878,132.4845,130.8378,131.922,2989943,2989943,1.1514,0.88,131.6419,"Oct 7, 15",-0.16064027567637046
2015-10-08,131.5704,134.4964,131.2188,133.8469,4794357,4794357,1.9249,1.459,133.408,"Oct 8, 15",-0.1483930118890525
2015-10-09,134.0051,134.6089,132.9591,133.9435,3531107,3531107,0.096688,0.072,133.7993,"Oct 9, 15",-0.14777838999604254
2015-10-12,133.9523,134.1105,132.59,132.8449,3227636,3227636,-1.0987,-0.82,133.1722,"Oct 12, 15",-0.15476828245629892
2015-10-13,132.5284,132.5284,131.1221,131.5088,3915707,3915707,-1.336,-1.006,131.6029,"Oct 13, 15",-0.16326927946717498
2015-10-14,131.4913,132.4142,130.9815,131.8516,3353008,3353008,0.342791,0.261,131.8886,"Oct 14, 15",-0.1610881988779016
2015-10-15,132.6427,132.9328,130.5947,131.922,3476219,3476219,0.070317,0.053,131.7071,"Oct 15, 15",-0.16064027567637046
2015-10-16,132.2384,132.8976,131.1924,132.1856,3483739,3483739,0.263686,0.2,131.9159,"Oct 16, 15",-0.15896310868881944
2015-10-19,131.711,131.8165,130.4189,131.1573,7954684,7954684,-1.0284,-0.778,131.0684,"Oct 19, 15",-0.16550571420209237
2015-10-20,125.2419,125.5847,123.2906,123.6159,16025591,16025591,-7.5414,-5.75,123.9938,"Oct 20, 15",-0.21348821465701434
2015-10-21,123.2731,125.3913,122.4381,123.862,7134948,7134948,0.246108,0.199,124.1682,"Oct 21, 15",-0.21192239221529843
2015-10-22,124.5827,127.5096,124.4772,126.6482,5583167,5583167,2.7863,2.25,126.2727,"Oct 22, 15",-0.19419506800924863
2015-10-23,127.1053,127.8788,126.3055,127.1668,5370439,5370439,0.518581,0.409,127.1392,"Oct 23, 15",-0.1908954519252427
2015-10-26,127.2284,127.4481,125.8748,126.2703,3489428,3489428,-0.896532,-0.705,126.3228,"Oct 26, 15",-0.19659947394474003
2015-10-27,126.1385,126.4197,120.7065,121.1724,15008527,15008527,-5.0979,-4.037,122.5432,"Oct 27, 15",-0.2290350945283382
2015-10-28,121.2251,124.1344,120.8559,123.7829,8511376,8511376,2.6105,2.154,123.0546,"Oct 28, 15",-0.21242566956247325
2015-10-29,123.3697,123.7741,122.192,123.5368,3710445,3710445,-0.246103,-0.199,123.1368,"Oct 29, 15",-0.21399149200418915
2015-10-30,123.4401,124.2223,122.9654,123.1236,3983990,3983990,-0.413111,-0.334,123.47,"Oct 30, 15",-0.21662049579499376
2015-11-02,123.4928,123.5073,122.6754,123.3785,3822212,3822212,0.254896,0.207,123.1199,"Nov 2, 15",-0.21499868295308644
2015-11-03,123.0709,125.5144,122.9654,124.7058,4349405,4349405,1.3272,1.076,124.806,"Nov 3, 15",-0.20655367634240174
2015-11-04,125.2947,125.3826,124.196,124.486,3516890,3516890,-0.219737,-0.176,124.5655,"Nov 4, 15",-0.20795216383809106
2015-11-05,124.4684,125.1452,122.7281,122.9566,5096893,5096893,-1.5294,-1.229,123.2476,"Nov 5, 15",-0.21768304088953483
2015-11-06,122.9655,123.8084,122.3179,122.655,4744948,4744948,-0.301647,-0.245,122.7426,"Nov 6, 15",-0.219601984605185
2015-11-09,122.3622,122.5042,119.6651,120.0466,8075593,8075593,-2.6084,-2.127,120.1928,"Nov 9, 15",-0.23619804822554974
2015-11-10,120.091,120.4237,118.9909,120.1886,4520807,4520807,0.141952,0.118,119.74,"Nov 10, 15",-0.23529456676791605
2015-11-11,120.7386,120.8362,119.328,119.7893,3164806,3164806,-0.39924,-0.332,119.7527,"Nov 11, 15",-0.23783513117660016
2015-11-12,119.5054,119.5054,118.0061,118.0327,4701365,4701365,-1.7566,-1.466,118.4458,"Nov 12, 15",-0.24901157856025777
2015-11-13,117.9528,117.9972,116.7995,116.8882,4613817,4613817,-1.1445,-0.97,117.2067,"Nov 13, 15",-0.2562935118578761
2015-11-16,116.9237,118.9643,116.9237,118.6271,4190827,4190827,1.7389,1.488,118.3542,"Nov 16, 15",-0.24522968152914879
2015-11-17,119.0796,119.6119,118.2722,118.7247,2815142,2815142,0.097592,0.082,118.8835,"Nov 17, 15",-0.24460869709066252
2015-11-18,119.5853,120.579,119.1151,120.4991,4149181,4149181,1.7744,1.495,119.9471,"Nov 18, 15",-0.23331899639752682
2015-11-19,120.8451,122.1985,120.6677,121.3153,4753603,4753603,0.816221,0.677,121.6084,"Nov 19, 15",-0.22812588677977585
2015-11-20,121.8743,123.245,121.7678,122.8768,5176375,5176375,1.5615,1.287,122.7833,"Nov 20, 15",-0.21819077201854303
2015-11-23,122.9034,123.2051,121.6525,122.8413,5137922,5137922,-0.035487,-0.029,122.6272,"Nov 23, 15",-0.21841664238295144
2015-11-24,122.1227,123.622,121.821,122.9655,3407653,3407653,0.124206,0.101,122.8272,"Nov 24, 15",-0.21762641423479576
2015-11-25,122.7615,122.8147,121.8787,122.4332,3238166,3238166,-0.532317,-0.433,122.2141,"Nov 25, 15",-0.22101319719182697
2015-11-27,122.4332,123.1518,121.7323,122.8413,1415840,1415840,0.408111,0.333,122.5387,"Nov 27, 15",-0.21841664238295144
2015-11-30,122.9744,124.1189,122.8945,123.693,4545587,4545587,0.851709,0.693,123.6208,"Nov 30, 15",-0.21299766240079207
2015-12-01,123.835,125.4497,123.835,125.3432,4195119,4195119,1.6502,1.334,124.8101,"Dec 1, 15",-0.20249818985581206
2015-12-02,125.0327,125.2811,123.764,123.9414,3725363,3725363,-1.4018,-1.118,124.4916,"Dec 2, 15",-0.21141720610448067
2015-12-03,124.2963,124.8552,122.6018,123.2494,5909588,5909588,-0.692013,-0.558,123.323,"Dec 3, 15",-0.21582008757407603
2015-12-04,122.513,125.1125,122.4243,124.5891,4571608,4571608,1.3397,1.087,124.5225,"Dec 4, 15",-0.2072961853994852
2015-12-07,124.3495,124.5713,123.1518,123.8084,3279376,3279376,-0.780733,-0.627,123.7412,"Dec 7, 15",-0.21226342465282771
2015-12-08,122.6816,123.3736,122.0162,122.4776,3905155,3905155,-1.3308,-1.075,122.6235,"Dec 8, 15",-0.22073070017267957
2015-12-09,121.8831,124.0656,120.8629,121.2,4614993,4614993,-1.2776,-1.043,121.9753,"Dec 9, 15",-0.22885948827319247
2015-12-10,121.5726,122.3001,120.4105,121.3508,4222329,4222329,0.150822,0.124,121.3071,"Dec 10, 15",-0.22790001641536733
2015-12-11,119.9757,120.162,118.8046,119.3901,5333567,5333567,-1.9607,-1.616,119.5232,"Dec 11, 15",-0.24037505933073658
2015-12-14,120.0466,120.783,118.9022,120.5967,5143787,5143787,1.2066,1.011,120.0594,"Dec 14, 15",-0.23269801195904052
2015-12-15,121.9009,123.2938,121.7944,122.2469,4238546,4238546,1.6502,1.368,122.6338,"Dec 15, 15",-0.22219853941406054
2015-12-16,123.4269,123.8971,122.2469,123.5777,4345474,4345474,1.3308,1.089,123.3111,"Dec 16, 15",-0.21373126389420877
2015-12-17,123.6309,123.764,120.9316,121.3242,4089539,4089539,-2.2535,-1.824,121.896,"Dec 17, 15",-0.22806926012503675
2015-12-18,121.0226,121.5105,119.1239,119.6829,10026106,10026106,-1.6413,-1.353,120.4126,"Dec 18, 15",-0.23851210601527775
2015-12-21,120.508,120.508,118.9022,120.2152,5617475,5617475,0.53232,0.445,119.7401,"Dec 21, 15",-0.23512532305824663
2015-12-22,120.5523,122.6018,120.3483,122.3711,4263828,4263828,2.1559,1.793,121.9325,"Dec 22, 15",-0.22140831126590482
2015-12-23,122.6994,123.591,122.5308,122.9123,5164916,5164916,0.541191,0.442,123.0523,"Dec 23, 15",-0.2179649016541346
2015-12-24,122.8147,123.2139,122.5308,122.655,1495226,1495226,-0.257287,-0.209,122.7922,"Dec 24, 15",-0.219601984605185
2015-12-28,122.2025,122.4731,121.1379,122.0872,3143412,3143412,-0.567808,-0.463,121.8399,"Dec 28, 15",-0.22321463792662466
2015-12-29,122.655,124.2608,122.6106,124.0124,3943691,3943691,1.9252,1.577,123.8777,"Dec 29, 15",-0.21096546537566382
2015-12-30,123.835,124.598,123.5156,123.622,2989367,2989367,-0.390367,-0.315,124.1725,"Dec 30, 15",-0.21344940312960892
2015-12-31,123.3825,123.4091,122.0517,122.0961,3462077,3462077,-1.526,-1.234,122.5912,"Dec 31, 15",-0.22315801127188556
2016-01-04,120.3039,120.6322,119.0973,120.6144,5229381,5229381,-1.4816,-1.213,119.9595,"Jan 4, 16",-0.2325853949041101
2016-01-05,121.3331,121.4484,119.6386,120.5257,3924793,3924793,-0.088719,-0.074,120.3878,"Jan 5, 16",-0.23314975268785737
2016-01-06,119.2215,120.2862,118.5473,119.9224,4310939,4310939,-0.603293,-0.501,119.7006,"Jan 6, 16",-0.23698827637370545
2016-01-07,118.6182,119.7893,117.4915,117.873,7025760,7025760,-2.0494,-1.709,118.4398,"Jan 7, 16",-0.2500276770728219
2016-01-08,118.1569,118.7212,116.5067,116.7818,4762706,4762706,-1.0913,-0.926,117.5011,"Jan 8, 16",-0.2569704866965537
2016-01-11,116.9414,118.7247,116.8971,118.2013,4974436,4974436,1.4195,1.216,117.9977,"Jan 11, 16",-0.24793885339295466
2016-01-12,118.5739,118.6892,116.3382,117.9085,5078678,5078678,-0.292777,-0.248,117.4699,"Jan 12, 16",-0.24980180670841348
2016-01-13,118.4408,119.1327,116.3115,116.3736,4700115,4700115,-1.5349,-1.302,117.5765,"Jan 13, 16",-0.25956767775997686
2016-01-14,117.0479,118.6981,116.418,117.9174,5709615,5709615,1.5437,1.327,117.8849,"Jan 14, 16",-0.24974518005367446
2016-01-15,115.3445,116.1164,114.3331,115.3622,9008460,9008460,-2.5551,-2.167,115.2142,"Jan 15, 16",-0.2660027562547004
2016-01-19,115.4332,117.1987,113.6145,113.6588,9979587,9979587,-1.7034,-1.477,114.9333,"Jan 19, 16",-0.27684071621901923
2016-01-20,105.0974,110.0036,104.6893,108.1138,16157796,16157796,-5.545,-4.879,107.6335,"Jan 20, 16",-0.3121210308850683
2016-01-21,107.617,110.9884,106.9739,109.0454,8851641,8851641,0.931555,0.862,109.2488,"Jan 21, 16",-0.306193683519353
2016-01-22,110.6069,110.669,108.034,108.6816,9238362,9238362,-0.363749,-0.334,108.9385,"Jan 22, 16",-0.30850837756362864
2016-01-25,108.3268,110.2165,107.9186,108.309,5445956,5445956,-0.372624,-0.343,109.0158,"Jan 25, 16",-0.3108790620080958
2016-01-26,108.4598,109.6664,108.451,108.7615,4617777,4617777,0.452472,0.418,108.9424,"Jan 26, 16",-0.30800001018007284
2016-01-27,108.8857,109.4535,107.0403,107.3154,5026367,5026367,-1.4461,-1.33,108.0551,"Jan 27, 16",-0.3172008871933413
2016-01-28,107.5815,108.9744,107.3597,108.4332,3942537,3942537,1.1179,1.042,108.2907,"Jan 28, 16",-0.31008883385994007
2016-01-29,109.3737,110.7133,109.0897,110.7133,8248087,8248087,2.2801,2.103,110.3831,"Jan 29, 16",-0.29558159391944255
2016-02-01,110.3673,111.1569,109.7552,110.7488,3574884,3574884,0.035488,0.032,110.6073,"Feb 1, 16",-0.29535572355503414
2016-02-02,109.7197,110.1366,108.8058,109.072,3287318,3287318,-1.6768,-1.514,109.1883,"Feb 2, 16",-0.3060244398096836
2016-02-03,110.0036,111.2988,108.4953,110.6512,6223534,6223534,1.5792,1.448,110.175,"Feb 3, 16",-0.2959767079935204
2016-02-04,110.9706,114.0048,110.8996,113.2507,5266450,5266450,2.5995,2.349,112.9836,"Feb 4, 16",-0.27943727102789473
2016-02-05,112.8692,114.129,111.6538,114.0669,7177706,7177706,0.816221,0.721,113.1716,"Feb 5, 16",-0.2742441614101437
2016-02-08,112.9287,114.282,111.2526,113.807,7364043,7364043,-0.259941,-0.228,112.7148,"Feb 8, 16",-0.27589778697943246
2016-02-09,113.0362,113.7622,110.93,111.1989,5957204,5957204,-2.6081,-2.292,111.9046,"Feb 9, 16",-0.29249194183615435
2016-02-10,112.0324,112.2923,107.4077,107.7214,6469133,6469133,-3.4775,-3.127,109.4177,"Feb 10, 16",-0.31461769372996595
2016-02-11,106.4577,107.2464,104.7736,105.6241,7307632,7307632,-2.0972,-1.947,105.8951,"Feb 11, 16",-0.32796186035739694
2016-02-12,106.8879,108.4922,106.0723,108.4832,4936514,4936514,2.8591,2.707,107.7783,"Feb 12, 16",-0.3097707065861254
2016-02-16,109.1913,110.3205,108.7521,110.0068,4061382,4061382,1.5236,1.404,109.7253,"Feb 16, 16",-0.30007673229844417
2016-02-17,110.8762,113.4395,110.4639,113.0183,4820982,4820982,3.0114,2.737,112.641,"Feb 17, 16",-0.28091592659658543
2016-02-18,116.5137,120.0987,116.2896,118.7095,9951644,9951644,5.6912,5.036,118.8653,"Feb 18, 16",-0.24470540778190214
2016-02-19,118.6289,119.785,117.2665,119.2742,5125276,5125276,0.564643,0.476,118.8466,"Feb 19, 16",-0.2411124783514391
2016-02-22,119.9553,120.3766,118.6737,119.8926,4457444,4457444,0.618419,0.518,119.5615,"Feb 22, 16",-0.23717788022889896
2016-02-23,119.3279,119.5699,118.3152,118.6647,3439731,3439731,-1.2279,-1.024,118.9323,"Feb 23, 16",-0.24499044981924015
2016-02-24,117.9029,119.6416,116.2269,119.0232,4122624,4122624,0.358504,0.302,117.9464,"Feb 24, 16",-0.2427094772659888
2016-02-25,119.4624,120.5558,117.3024,120.5469,4358305,4358305,1.5236,1.28,119.1531,"Feb 25, 16",-0.23301486672375998
2016-02-26,120.5558,120.9233,118.2614,118.3331,4386249,4386249,-2.2138,-1.836,118.9,"Feb 26, 16",-0.24710026989917913
2016-02-29,118.3062,119.5251,117.3203,117.4368,4427994,4427994,-0.896259,-0.757,118.0542,"Feb 29, 16",-0.2528030194095812
2016-03-01,118.5213,120.6723,118.3331,120.4303,3788514,3788514,2.9935,2.549,120.035,"Mar 1, 16",-0.2337567395262958
2016-03-02,119.8298,123.1819,119.3996,122.1601,5217230,5217230,1.7298,1.436,121.8044,"Mar 2, 16",-0.22275080836140282
2016-03-03,122.9847,123.6481,121.954,123.5045,5156429,5156429,1.3444,1.101,122.9587,"Mar 3, 16",-0.21419700222307347
2016-03-04,123.267,124.9564,122.8054,123.5045,3968423,3968423,0,0,123.7661,"Mar 4, 16",-0.21419700222307347
2016-03-07,123.0385,125.9334,122.6726,125.6107,5170975,5170975,2.1062,1.705,125.0703,"Mar 7, 16",-0.2007962089409035
2016-03-08,125.2164,125.79,123.1639,124.6428,5579131,5579131,-0.96796,-0.771,124.776,"Mar 8, 16",-0.20695451670740825
2016-03-09,124.8579,127.4212,124.7862,125.8437,4406481,4406481,1.201,0.964,126.2472,"Mar 9, 16",-0.199313735844927
2016-03-10,126.5876,126.7938,123.7644,125.6466,4020554,4020554,-0.19718,-0.157,125.2101,"Mar 10, 16",-0.20056779355830445
2016-03-11,127.0268,128.0966,125.9334,127.5915,4421948,4421948,1.9449,1.548,127.1817,"Mar 11, 16",-0.18819327886146073
2016-03-14,127.2778,128.3353,126.4084,127.9679,4048862,4048862,0.37643,0.295,127.7402,"Mar 14, 16",-0.18579841674418374
2016-03-15,127.0358,128.4608,126.8565,128.1292,3707538,3707538,0.161326,0.126,127.9454,"Mar 15, 16",-0.18477213815885757
2016-03-16,127.8245,129.85,127.3674,129.7694,4221939,4221939,1.6402,1.28,129.1176,"Mar 16, 16",-0.17433629106864051
2016-03-17,129.7604,132.0369,129.4646,131.7859,5821180,5821180,2.0166,1.554,131.285,"Mar 17, 16",-0.16150621811569404
2016-03-18,132.1086,132.2072,130.4147,131.8308,12089716,12089716,0.044813,0.034,131.7646,"Mar 18, 16",-0.16122053982380838
2016-03-21,132.019,133.2827,131.4992,133.211,3721648,3721648,1.3802,1.047,132.6841,"Mar 21, 16",-0.15243895455742767
2016-03-22,132.7001,133.7936,132.503,132.736,4081925,4081925,-0.475018,-0.357,133.1157,"Mar 22, 16",-0.15546116365866736
2016-03-23,132.6464,132.6732,130.0741,130.3161,4764221,4764221,-2.4199,-1.823,130.8715,"Mar 23, 16",-0.1708578874567506
2016-03-24,129.9397,132.8435,129.5005,132.6015,5044535,5044535,2.2855,1.754,131.6841,"Mar 24, 16",-0.1563169260252289
2016-03-28,132.4223,133.2289,131.9562,133.0049,3265084,3265084,0.403318,0.304,132.7153,"Mar 28, 16",-0.15375027518009196
2016-03-29,132.2789,134.2238,132.1982,133.8384,3138545,3138545,0.833522,0.627,133.3258,"Mar 29, 16",-0.14844709352560098
2016-03-30,134.3941,134.8063,132.9332,133.0138,3331216,3331216,-0.824559,-0.616,133.8316,"Mar 30, 16",-0.15369364852535286
2016-03-31,134.2507,137.2173,133.8653,135.7384,6780567,6780567,2.7246,2.048,135.9892,"Mar 31, 16",-0.13635825712064273
2016-04-01,134.896,137.0918,134.6629,136.6974,3925531,3925531,0.958998,0.707,136.4017,"Apr 1, 16",-0.13025657600887716
2016-04-04,136.5361,137.5937,136.1507,136.2941,3931222,3931222,-0.403318,-0.295,136.7644,"Apr 4, 16",-0.13282259059946644
2016-04-05,135.7205,135.8729,134.1252,134.4389,3337012,3337012,-1.8553,-1.361,134.938,"Apr 5, 16",-0.14462638496708666
2016-04-06,134.3492,134.5733,132.4761,134.4568,4194606,4194606,0.017923,0.013,133.9404,"Apr 6, 16",-0.14451249540306102
2016-04-07,133.6054,134.0804,132.6464,132.8704,3662968,3662968,-1.5864,-1.18,133.0784,"Apr 7, 16",-0.15460603754665347
2016-04-08,133.5964,134.4299,132.7539,133.8563,3293822,3293822,0.985886,0.742,133.8026,"Apr 8, 16",-0.14833320396157534
2016-04-11,134.6719,136.1866,133.7398,133.7667,3846128,3846128,-0.089625,-0.067,134.5931,"Apr 11, 16",-0.14890328803625139
2016-04-12,134.0893,134.5375,133.1662,134.1073,3595750,3595750,0.340576,0.255,133.977,"Apr 12, 16",-0.14673620504702556
2016-04-13,135.1111,135.5413,134.1073,135.5413,3168392,3168392,1.434,1.069,135.2439,"Apr 13, 16",-0.13761231483402028
2016-04-14,135.7833,136.9125,134.7794,135.4785,3176500,3176500,-0.062737,-0.046,135.5599,"Apr 14, 16",-0.1380118826899316
2016-04-15,135.371,136.321,135.2993,135.9804,3657576,3657576,0.501905,0.37,135.8658,"Apr 15, 16",-0.1348185211153797
2016-04-18,136.0073,137.2531,135.7743,136.7064,6581705,6581705,0.725967,0.534,136.5495,"Apr 18, 16",-0.13019931309959043
