date,open,high,low,close,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
2014-02-13,150.3061,153.7977,150.0025,153.3591,4482761,4482761,1.3494,0.888,152.7817,"Feb 13, 14",-0.024245752046512734
2014-02-14,152.87,155.5435,152.6423,154.9194,4665873,4665873,1.5602,1.017,154.8373,"Feb 14, 14",-0.014318272339851633
2014-02-18,154.4892,155.1808,153.7639,154.4977,4435484,4435484,-0.421687,-0.272,154.7188,"Feb 18, 14",-0.017001357767204642
2014-02-19,154.1182,156.5724,153.8398,154.2953,4671705,4671705,-0.202412,-0.131,155.1941,"Feb 19, 14",-0.018289136971606577
2014-02-20,154.3037,155.906,154.1603,155.4001,4968267,4968267,1.1048,0.716,159.1695,"Feb 20, 14",-0.011259796729397125
2014-02-21,155.3917,156.623,154.017,154.1603,5699331,5699331,-1.2398,-0.798,154.9378,"Feb 21, 14",-0.01914808061090618
2014-02-24,154.1856,156.1591,154.1856,154.717,4595312,4595312,0.556628,0.361,155.3312,"Feb 24, 14",-0.015606051544253388
2014-02-25,154.776,155.6868,154.2362,154.5314,3902332,3902332,-0.185543,-0.12,154.7141,"Feb 25, 14",-0.016786939984653658
2014-02-26,155.1302,156.2603,154.8097,155.2314,3740884,3740884,0.699999,0.453,155.639,"Feb 26, 14",-0.012333158151247895
2014-02-27,155.0374,156.8254,155.0206,156.2519,3827965,3827965,1.0205,0.657,156.2251,"Feb 27, 14",-0.0058401804926900905
2014-02-28,156.3447,156.9688,154.8856,156.1676,4668452,4668452,-0.084339,-0.054,156.2263,"Feb 28, 14",-0.00637654307634174
2014-03-03,154.6158,155.7206,154.1856,155.4001,3950114,3950114,-0.767469,-0.491,154.0021,"Mar 3, 14",-0.011259796729397125
2014-03-04,156.7073,157.8459,156.5977,157.2386,4734235,4734235,1.8386,1.183,157.3601,"Mar 4, 14",0.00043774312876889684
2014-03-05,157.3483,158.5121,157.2049,157.829,3487359,3487359,0.590364,0.375,157.9195,"Mar 5, 14",0.004194189977972857
2014-03-06,158.023,158.8832,157.6266,158.2507,3817529,3817529,0.421684,0.267,158.5126,"Mar 6, 14",0.006877275405325867
2014-03-07,158.8495,159.3302,157.8627,158.2844,4117826,4117826,0.033737,0.021,158.6155,"Mar 7, 14",0.007091693187877033
2014-03-10,158.1748,158.8664,156.7402,157.1965,4594054,4594054,-1.0879,-0.687,157.4829,"Mar 10, 14",0.00016987996421689695
2014-03-11,158.0567,158.9338,156.9013,157.5085,4229679,4229679,0.312046,0.199,157.7857,"Mar 11, 14",0.002154994152820635
2014-03-12,156.876,158.0905,156.7748,157.0531,4833158,4833158,-0.455424,-0.289,157.2429,"Mar 12, 14",-0.0007425090570835407
2014-03-13,157.2133,157.7109,154.9362,155.0965,4913208,4913208,-1.9566,-1.246,145.9679,"Mar 13, 14",-0.013191465536000029
2014-03-14,155.088,155.4254,153.6712,153.6712,5490326,5490326,-1.4253,-0.919,154.4105,"Mar 14, 14",-0.022260001603361525
2014-03-17,154.0507,157.1627,154.0507,156.7073,4938754,4938754,3.0361,1.976,156.4038,"Mar 17, 14",-0.002942677282785915
2014-03-18,156.8591,158.47,156.4796,157.5507,3961319,3961319,0.843371,0.538,157.7634,"Mar 18, 14",0.0024234935719202855
2014-03-19,156.5302,157.4579,154.7592,155.7796,4323930,4323930,-1.7711,-1.124,152.7062,"Mar 19, 14",-0.008845210721143765
2014-03-20,155.5772,158.7736,155.3242,158.47,5062629,5062629,2.6904,1.727,157.7254,"Mar 20, 14",0.00827258162827712
2014-03-21,158.976,159.1447,157.2049,157.4326,12535281,12535281,-1.0373,-0.655,153.5608,"Mar 21, 14",0.0016720769511699995
2014-03-24,158.0736,159.7688,158.023,158.7652,5738492,5738492,1.3325,0.846,158.865,"Mar 24, 14",0.01015080505287901
2014-03-25,159.1953,164.7911,159.1447,164.4917,10912699,10912699,5.7265,3.607,162.9966,"Mar 25, 14",0.046585921722875505
2014-03-26,164.4411,164.9892,161.8941,162.4507,6851772,6851772,-2.041,-1.241,162.7647,"Mar 26, 14",0.0335999664057599
2014-03-27,161.8519,162.4929,159.6692,160.0977,6767653,6767653,-2.353,-1.448,159.6483,"Mar 27, 14",0.018628896900040555
2014-03-28,160.1905,162.4507,159.4905,160.6206,5194443,5194443,0.52289,0.327,161.026,"Mar 28, 14",0.02195587192959453
2014-03-31,161.6242,163.4206,161.4218,162.3411,8537746,8537746,1.7205,1.071,162.5338,"Mar 31, 14",0.032902631421558096
2014-04-01,162.8724,164.5676,162.5856,164.0362,5395346,5395346,1.6952,1.044,163.8431,"Apr 1, 14",0.04368778225842368
2014-04-02,163.817,164.0362,162.3411,163.235,4924073,4924073,-0.801206,-0.488,167.9897,"Apr 2, 14",0.03859011082281713
2014-04-03,162.9399,163.0917,162.223,162.5097,4091060,4091060,-0.725304,-0.444,162.6422,"Apr 3, 14",0.033975356588861215
2014-04-04,162.8724,163.5892,161.3206,161.7338,6090863,6090863,-0.775903,-0.477,162.4992,"Apr 4, 14",0.02903865755380482
2014-04-07,161.6917,164.7185,161.5652,164.0531,6747080,6747080,2.3193,1.434,163.6594,"Apr 7, 14",0.043795309276973
2014-04-08,163.5218,163.7558,162.5096,163.0158,5125001,5125001,-1.0374,-0.632,163.1218,"Apr 8, 14",0.03719544085441353
2014-04-09,163.5133,166.1447,163.2772,165.8411,5485124,5485124,2.8253,1.733,164.9302,"Apr 9, 14",0.055171540588586365
2014-04-10,165.3519,168.0085,165.0146,165.0314,8425601,8425601,-0.809641,-0.488,166.3881,"Apr 10, 14",0.05001978751643115
2014-04-11,164.4917,166.1447,163.8423,164.6182,4835214,4835214,-0.413252,-0.25,166.0042,"Apr 11, 14",0.04739078372562663
2014-04-14,165.5037,167.1905,165.2001,166.7941,5433621,5433621,2.1759,1.322,166.5587,"Apr 14, 14",0.06123504642749419
2014-04-15,165.2844,166.4905,164.8121,166.1615,5353177,5353177,-0.632531,-0.379,165.8144,"Apr 15, 14",0.05721010015919076
2014-04-16,167.0302,167.5868,164.4579,165.6387,8527295,8527295,-0.522892,-0.315,165.3322,"Apr 16, 14",0.05388376138418443
2014-04-17,157.9218,160.8314,157.7194,160.2495,11255493,11255493,-5.3892,-3.254,160.2541,"Apr 17, 14",0.019594731303342005
2014-04-21,160.0724,162.6067,160.0218,162.1555,5425283,5425283,1.906,1.189,161.9862,"Apr 21, 14",0.031721742981157826
2014-04-22,161.9362,162.7712,161.2531,162.0543,3878619,3878619,-0.101204,-0.062,162.0345,"Apr 22, 14",0.031077853378957042
2014-04-23,161.7507,162.2736,160.3338,161.7001,4736919,4736919,-0.354219,-0.219,161.313,"Apr 23, 14",0.028824239771253653
2014-04-24,162.1133,162.1133,160.2664,160.4266,4407352,4407352,-1.2735,-0.788,160.9026,"Apr 24, 14",0.02072153810719361
2014-04-25,160.6965,160.8061,159.4905,159.929,3871407,3871407,-0.497589,-0.31,160.3658,"Apr 25, 14",0.017555535478189783
2014-04-28,161.2025,163.6061,160.7302,162.8893,5638334,5638334,2.9602,1.851,162.7813,"Apr 28, 14",0.03639057885166223
2014-04-29,163.2688,165.2507,163.117,164.5507,4626352,4626352,1.6614,1.02,164.6132,"Apr 29, 14",0.04696131190597683
2014-04-30,163.935,166.0266,163.9097,165.6977,4211284,4211284,1.147,0.697,165.4978,"Apr 30, 14",0.05425915156728575
2014-05-01,165.5627,165.9254,162.8977,163.2182,3675823,3675823,-2.4795,-1.496,163.7644,"May 1, 14",0.038483220058815285
2014-05-02,163.4037,163.4796,161.2953,161.4555,3052953,3052953,-1.7627,-1.08,161.864,"May 2, 14",0.027267961147752248
2014-05-05,161.1266,161.4977,160.0724,161.3037,2222168,2222168,-0.151807,-0.094,160.9475,"May 5, 14",0.026302126744450795
2014-05-06,161.0254,161.0423,159.6085,160.2664,3188706,3188706,-1.0374,-0.643,163.2112,"May 6, 14",0.019702258321891323
2014-05-07,160.6142,161.4286,158.5699,160.5803,3821023,3821023,0.313936,0.196,160.3147,"May 7, 14",0.02169946134689988
2014-05-08,160.4615,161.6576,159.6726,160.2495,2431945,2431945,-0.33083,-0.206,160.4311,"May 8, 14",0.019594731303342005
2014-05-09,160.3088,161.6707,159.7914,161.242,2261739,2261739,0.992493,0.619,161.2452,"May 9, 14",0.025909557688563456
2014-05-12,162.1242,163.7359,161.9715,163.3542,3778611,3778611,2.1122,1.31,163.2149,"May 12, 14",0.03934852624359121
2014-05-13,163.5408,163.7444,162.6671,163.0318,2226997,2226997,-0.322349,-0.197,163.1503,"May 13, 14",0.03729724158203417
2014-05-14,162.7943,162.8622,159.6217,160.0883,5255970,5255970,-2.9436,-1.806,160.6077,"May 14, 14",0.018569088972563395
2014-05-15,160.3852,160.3937,157.9336,158.1712,4202556,4202556,-1.9171,-1.198,158.7935,"May 15, 14",0.006371453039960537
2014-05-16,158.01,158.977,157.7216,158.6801,3949644,3949644,0.50897,0.322,158.3117,"May 16, 14",0.009609352432846519
2014-05-19,158.2984,158.7395,157.8149,158.6292,3270670,3270670,-0.050897,-0.032,158.3941,"May 19, 14",0.009285498868103084
2014-05-20,157.993,158.3748,156.6782,156.8394,3032896,3032896,-1.7899,-1.128,157.3067,"May 20, 14",-0.002102185025367452
2014-05-21,157.6537,158.765,156.8903,158.1118,2988348,2988348,1.2724,0.811,158.0956,"May 21, 14",0.005993517838668617
2014-05-22,158.1627,158.1627,156.9581,157.5095,2218149,2218149,-0.602283,-0.381,157.6393,"May 22, 14",0.0021613566982969594
2014-05-23,157.6452,157.8997,157.1957,157.7301,2563424,2563424,0.220555,0.14,157.6105,"May 23, 14",0.003564934230367308
2014-05-27,156.763,157.4841,156.025,156.746,4794501,4794501,-0.984009,-0.624,156.6432,"May 27, 14",-0.0026964467728533086
2014-05-28,156.4916,156.8309,155.1852,155.304,3724124,3724124,-1.4421,-0.92,155.699,"May 28, 14",-0.011871237349669002
2014-05-29,155.779,155.8978,154.6678,155.8808,2759978,2759978,0.576833,0.371,155.2913,"May 29, 14",-0.008201321118942798
2014-05-30,155.5584,156.5679,154.8035,156.3898,4620207,4620207,0.508971,0.327,159.0875,"May 30, 14",-0.004962785471509165
2014-06-02,156.7291,158.0186,156.6527,157.518,3204034,3204034,1.1282,0.721,157.4174,"Jun 2, 14",0.0022154383348454436
2014-06-03,157.3992,157.5774,156.1862,156.3983,2517123,2517123,-1.1197,-0.711,156.618,"Jun 3, 14",-0.00490870383496068
2014-06-04,156.6867,157.3144,156.254,156.517,2376981,2376981,0.118762,0.076,156.6473,"Jun 4, 14",-0.0041534696869246724
2014-06-05,156.6443,157.8573,156.0165,157.764,2861974,2861974,1.247,0.797,157.2714,"Jun 5, 14",0.0037806245220137753
2014-06-06,158.1797,159.1806,157.6961,158.0948,3296900,3296900,0.330832,0.21,158.4217,"Jun 6, 14",0.005885354565571648
2014-06-09,157.9676,159.1721,157.747,157.9676,2728403,2728403,-0.127243,-0.08,158.2575,"Jun 9, 14",0.005076038780987156
2014-06-10,157.9506,157.9675,155.9317,156.3304,4157062,4157062,-1.6372,-1.036,156.4874,"Jun 10, 14",-0.005340720672801084
2014-06-11,155.7536,156.254,154.3963,154.5999,4065310,4065310,-1.7305,-1.107,155.0372,"Jun 11, 14",-0.01635110561952753
2014-06-12,154.795,154.8544,153.4632,153.7262,4425491,4425491,-0.873733,-0.565,153.9714,"Jun 12, 14",-0.021910061602165323
2014-06-13,154.3878,155.2361,153.9806,154.8629,2778984,2778984,1.1367,0.739,154.7038,"Jun 13, 14",-0.01467775615926223
2014-06-16,154.7271,154.9901,153.7389,154.6847,3556218,3556218,-0.178141,-0.115,154.462,"Jun 16, 14",-0.015811561763137808
2014-06-17,154.303,155.0749,154.0146,154.6084,2460857,2460857,-0.076346,-0.049,156.4018,"Jun 17, 14",-0.016297023982979046
2014-06-18,154.4217,155.7536,154.2097,155.7451,3935653,3935653,1.1367,0.735,155.0079,"Jun 18, 14",-0.009064718540075773
2014-06-19,156.1862,156.4831,154.6898,155.0834,3551276,3551276,-0.661661,-0.425,155.3889,"Jun 19, 14",-0.013274814881739351
2014-06-20,154.8883,154.9562,153.8788,154.0061,10686834,10686834,-1.0773,-0.695,154.7853,"Jun 20, 14",-0.020129185123350705
2014-06-23,154.32,154.5999,153.5395,154.5066,3231699,3231699,0.500486,0.325,154.1428,"Jun 23, 14",-0.016944731112465736
2014-06-24,153.9637,155.2361,153.2426,153.4377,3875453,3875453,-1.0688,-0.692,154.1098,"Jun 24, 14",-0.023745655972076077
2014-06-25,152.9033,153.5141,152.7421,153.302,2763020,2763020,-0.135726,-0.088,153.1888,"Jun 25, 14",-0.024609053393209235
2014-06-26,153.4293,153.8534,152.072,153.0051,3258470,3258470,-0.2969,-0.194,152.9475,"Jun 26, 14",-0.02649809314512082
2014-06-27,152.4961,154.778,152.4028,154.1418,4575680,4575680,1.1367,0.743,157.8639,"Jun 27, 14",-0.019265787702217728
2014-06-30,153.8195,154.3284,152.9118,153.7686,4228836,4228836,-0.373246,-0.242,154.0744,"Jun 30, 14",-0.021640289673970553
2014-07-01,154.1333,158.8583,154.1333,158.0779,6644363,6644363,4.3093,2.802,157.6509,"Jul 1, 14",0.00577782754702233
2014-07-02,158.0694,160.3173,157.9252,159.8084,5097199,5097199,1.7305,1.095,159.6701,"Jul 2, 14",0.016788212493748778
2014-07-03,159.8084,160.1612,158.9261,159.9271,2422363,2422363,0.11876,0.074,159.729,"Jul 3, 14",0.017543446641784786
2014-07-07,159.1467,159.7066,159.0025,159.5115,2958947,2958947,-0.415661,-0.26,161.2815,"Jul 7, 14",0.014899172741837191
2014-07-08,159.1806,159.5454,158.0948,158.8159,3135115,3135115,-0.695592,-0.436,158.8538,"Jul 8, 14",0.010473386108527145
2014-07-09,159.2061,160.241,158.5359,159.8338,3309559,3309559,1.0179,0.641,159.7213,"Jul 9, 14",0.016949821148846578
2014-07-10,158.1542,159.5199,157.9591,159.223,3177816,3177816,-0.610764,-0.382,158.7859,"Jul 10, 14",0.013063578371926437
2014-07-11,159.2485,159.7744,158.379,159.4775,2403840,2403840,0.254486,0.16,159.2682,"Jul 11, 14",0.014682846195643072
2014-07-14,159.9441,161.5473,159.9271,161.0553,4502202,4502202,1.5778,0.989,161.1302,"Jul 14, 14",0.024721670448139395
2014-07-15,160.7839,161.242,159.6557,159.8932,4873452,4873452,-1.1621,-0.722,160.1599,"Jul 15, 14",0.017327756350138498
2014-07-16,163.0743,164.0243,161.8188,163.176,7815648,7815648,3.2829,2.053,163.1112,"Jul 16, 14",0.038214720639715635
2014-07-17,163.176,166.2214,162.8707,163.2863,8872269,8872269,0.110277,0.068,164.4242,"Jul 17, 14",0.03891650940575099
2014-07-18,162.8367,164.0922,161.1741,163.2948,8169325,8169325,0.008483,0.005,162.716,"Jul 18, 14",0.038970591042299475
2014-07-21,162.2769,162.6162,160.5379,161.8951,4154740,4154740,-1.3997,-0.857,161.654,"Jul 21, 14",0.03006493613913108
2014-07-22,162.5229,165.178,162.4974,164.6436,4853041,4853041,2.7484,1.698,164.3413,"Jul 22, 14",0.04755239238072443
2014-07-23,164.6605,165.3307,164.2025,164.2534,3584465,3584465,-0.390211,-0.237,164.6963,"Jul 23, 14",0.045069727135874635
2014-07-24,164.5248,165.9415,164.3552,165.6191,3612656,3612656,1.3657,0.831,165.4867,"Jul 24, 14",0.053759055492849095
2014-07-25,165.67,166.179,164.3892,164.9065,3376455,3376455,-0.712559,-0.43,165.1914,"Jul 25, 14",0.04922510558644208
2014-07-28,164.8217,166.6031,164.2703,166.0772,3242443,3242443,1.1706,0.71,165.7221,"Jul 28, 14",0.05667373757553929
2014-07-29,165.67,166.1705,165.0253,165.0508,3264409,3264409,-1.0264,-0.618,165.5913,"Jul 29, 14",0.05014322089867137
2014-07-30,165.5852,166.2553,163.6341,164.5672,3945601,3945601,-0.483521,-0.293,164.6947,"Jul 30, 14",0.047066293906335724
2014-07-31,163.5832,164.8132,162.4805,162.5907,4208005,4208005,-1.9765,-1.201,163.3584,"Jul 31, 14",0.034490722772440946
2014-08-01,161.5982,162.4465,160.2071,160.4531,5181080,5181080,-2.1377,-1.315,160.7765,"Aug 1, 14",0.020890145562315388
2014-08-04,160.6227,161.1317,159.9865,160.8687,2125935,2125935,0.415659,0.259,160.6389,"Aug 4, 14",0.023534419462262982
2014-08-05,160.1137,160.4921,158.1542,158.7141,3307945,3307945,-2.1546,-1.339,159.0737,"Aug 5, 14",0.009825678979040455
2014-08-06,158.1679,159.4649,157.3829,158.6884,3847046,3847046,-0.025632,-0.016,158.6122,"Aug 6, 14",0.009662161560299701
2014-08-07,159.2601,159.2943,156.649,157.2634,2708935,2708935,-1.425,-0.898,157.4931,"Aug 7, 14",0.0005955342565809767
2014-08-08,157.3488,159.2857,156.649,159.2516,2781936,2781936,1.9882,1.264,158.5116,"Aug 8, 14",0.013245547172548331
2014-08-11,160.2585,160.7278,158.953,159.9684,2527208,2527208,0.716773,0.45,159.9665,"Aug 11, 14",0.01780621976995576
2014-08-12,159.9513,161.0094,159.4052,159.8575,1858635,1858635,-0.110928,-0.069,159.8964,"Aug 12, 14",0.017100613476634684
2014-08-13,160.4206,160.8302,159.8831,160.378,1795041,1795041,0.520513,0.326,160.3418,"Aug 13, 14",0.020412318397045593
2014-08-14,160.0537,160.5657,159.5076,160.3182,1929581,1929581,-0.059731,-0.037,160.1458,"Aug 14, 14",0.020031838177563252
2014-08-15,160.2926,161.1715,159.3881,159.8916,2815822,2815822,-0.42665,-0.266,160.2055,"Aug 15, 14",0.017317576277376453
2014-08-18,160.506,161.9651,160.2158,161.5811,2420398,2420398,1.6895,1.057,161.4535,"Aug 18, 14",0.028067096859574692
2014-08-19,162.1614,162.3406,161.5811,162.187,2040117,2040117,0.605843,0.375,162.0367,"Aug 19, 14",0.03192216316366123
2014-08-20,162.0078,162.46,161.4873,162.2126,2177702,2177702,0.025602,0.016,162.0482,"Aug 20, 14",0.03208504432785433
2014-08-21,162.8952,163.8936,162.5539,163.1768,2497985,2497985,0.964227,0.594,163.4606,"Aug 21, 14",0.03821981067609666
2014-08-22,162.7843,163.7314,162.3747,162.4771,1940434,1940434,-0.699706,-0.429,162.752,"Aug 22, 14",0.03376793760633402
2014-08-25,163.3133,163.6717,162.7331,163.1171,1726100,1726100,0.639976,0.394,163.2085,"Aug 25, 14",0.037839966711161965
2014-08-26,162.9976,165.1394,162.9976,164.6786,3175399,3175399,1.5615,0.957,164.5127,"Aug 26, 14",0.04777508147239469
2014-08-27,164.7127,165.6539,163.4584,164.0472,2190285,2190285,-0.631443,-0.383,164.0922,"Aug 27, 14",0.043757770258662884
2014-08-28,163.3816,164.0886,162.6904,163.8338,1503582,1503582,-0.213326,-0.13,163.6523,"Aug 28, 14",0.042400003054021744
2014-08-29,164.0728,164.4738,163.1,164.0898,2911097,2911097,0.255993,0.156,163.9639,"Aug 29, 14",0.044028814695952954
2014-09-02,164.4141,164.6615,162.9208,163.4584,2679659,2679659,-0.631445,-0.385,163.4512,"Sep 2, 14",0.04001150348222115
2014-09-03,164.1666,164.6445,163.7144,163.7912,1824378,1824378,0.332787,0.204,163.984,"Sep 3, 14",0.042128958616731674
2014-09-04,163.5693,164.4226,162.1784,162.7075,2868754,2868754,-1.0837,-0.662,163.1639,"Sep 4, 14",0.03523386808407213
2014-09-05,162.5795,163.6205,162.204,163.1512,2261215,2261215,0.443721,0.273,163.0229,"Sep 5, 14",0.03805692951190355
2014-09-08,162.7672,163.1512,161.7091,162.2467,2525626,2525626,-0.904501,-0.554,162.1962,"Sep 8, 14",0.03230200712859592
2014-09-09,162.4174,162.7587,161.9395,162.1187,2403631,2403631,-0.127997,-0.079,162.2056,"Sep 9, 14",0.031487601307630224
2014-09-10,162.2296,163.9618,162.2126,163.4413,2765324,2765324,1.3226,0.816,163.2696,"Sep 10, 14",0.039902703954576534
2014-09-11,163.0488,164.4994,162.2296,163.5949,2299390,2299390,0.153592,0.094,163.5637,"Sep 11, 14",0.04087999093973515
2014-09-12,163.3816,163.4925,162.6136,163.2195,2900967,2900967,-0.375449,-0.229,163.0506,"Sep 12, 14",0.03849149136793456
2014-09-15,163.3389,164.252,162.6222,163.6717,2457803,2457803,0.452248,0.277,163.3857,"Sep 15, 14",0.04136863443231446
2014-09-16,163.1939,165.1735,162.8269,164.653,2561528,2561528,0.981294,0.6,164.4379,"Sep 16, 14",0.04761220030820159
2014-09-17,164.8749,165.2333,164.0898,164.5165,3214117,3214117,-0.136525,-0.083,164.6248,"Sep 17, 14",0.04674371285068759
2014-09-18,164.508,165.6514,164.4397,165.3271,2963446,2963446,0.810637,0.493,165.3074,"Sep 18, 14",0.0519011922137713
2014-09-19,166.0012,166.3937,164.8493,165.5404,8854514,8854514,0.213325,0.129,165.7681,"Sep 19, 14",0.053258323163864786
2014-09-22,165.3015,165.6599,164.3714,164.781,3317962,3317962,-0.759439,-0.459,165.0266,"Sep 22, 14",0.048426606129167285
2014-09-23,164.4738,164.7469,163.4243,163.5096,3301797,3301797,-1.2714,-0.772,163.9606,"Sep 23, 14",0.040337265810607356
2014-09-24,162.9805,164.2178,162.0248,164.0984,3082594,3082594,0.58878,0.36,163.2793,"Sep 24, 14",0.04408353258704909
2014-09-25,163.8765,164.2605,161.2483,161.2825,4158816,4158816,-2.8159,-1.716,161.9829,"Sep 25, 14",0.026167240780353408
2014-09-26,161.2142,162.4088,160.9412,162.1784,2494024,2494024,0.895968,0.556,161.8177,"Sep 26, 14",0.03186744527256509
2014-09-29,160.8558,162.0931,160.523,161.8201,2344723,2344723,-0.358387,-0.221,161.4673,"Sep 29, 14",0.029587745228408936
2014-09-30,162.0504,162.4686,159.3881,159.7124,3705432,3705432,-2.1077,-1.302,160.091,"Sep 30, 14",0.01617740812802455
2014-10-01,162.0504,162.4686,159.3881,159.7124,3723192,3723192,0,0,160.091,"Oct 1, 14",0.01617740812802455
2014-10-02,160.1305,160.2329,158.9188,159.4905,2283619,2283619,-0.221858,-0.139,159.5775,"Oct 2, 14",0.014765559286834925
2014-10-03,160.5145,161.5897,160.0452,160.9923,3071521,3071521,1.5018,0.942,160.9851,"Oct 3, 14",0.02432083008313296
2014-10-06,161.8627,162.8867,161.0265,161.3081,2100191,2100191,0.315722,0.196,161.6886,"Oct 6, 14",0.026330121944546512
2014-10-07,160.2244,160.523,158.3215,158.4666,2994065,2994065,-2.8415,-1.762,159.2363,"Oct 7, 14",0.008250948973657728
2014-10-08,158.6884,161.7859,158.3812,161.5811,2985329,2985329,3.1146,1.965,160.4844,"Oct 8, 14",0.028067096859574692
2014-10-09,161.3763,161.7006,158.7908,159.0724,2625609,2625609,-2.5087,-1.553,159.6374,"Oct 9, 14",0.01210537902319643
2014-10-10,158.5946,160.1988,157.9461,158.6543,5090345,5090345,-0.418117,-0.263,159.1633,"Oct 10, 14",0.009445198759558114
2014-10-13,158.2789,159.2687,156.5125,156.5978,3599924,3599924,-2.0565,-1.296,157.8643,"Oct 13, 14",-0.003639376012440066
2014-10-14,157.7669,158.4751,156.6576,156.8368,3924974,3924974,0.238925,0.153,157.5071,"Oct 14, 14",-0.0021187276436058222
2014-10-15,155.6933,156.8282,152.5266,155.0875,6897656,6897656,-1.7493,-1.115,154.5918,"Oct 15, 14",-0.013248728445286585
2014-10-16,153.4236,154.8571,152.4764,153.4577,5578683,5578683,-1.6298,-1.051,153.6432,"Oct 16, 14",-0.023618405062550314
2014-10-17,154.6523,156.0176,153.782,155.3435,4354442,4354442,1.8858,1.229,155.1601,"Oct 17, 14",-0.011619916803355373
2014-10-20,142.369,145.3437,142.2368,144.2932,23416511,23416511,-11.0503,-7.113,144.2291,"Oct 20, 14",-0.08192795308004461
